TOP_PCT,BOTTOM_PCT,L,S,CAGR,Sharpe,Vol,MaxDD,Avg Turnover
0.2,0.4,0.7,0.3,0.07150372740590027,0.8561351651235414,0.08492214841780668,-0.08396364381593857,0.7679546092898475
