label,CAGR,Total Return,Volatility (ann.),Sharpe (ann.),Max Drawdown,Avg Net Exposure,Avg Gross Exposure,Avg Turnover
equal_weight,0.047054454771984444,1.0864066400394585,0.08071736975886236,0.6108717478563375,-0.14765742847719587,0.3999999999999998,0.9999999999999997,0.6135609217119273
rank_inv_vol,0.0807159788962315,2.4609917950634568,0.09925812941431167,0.832926670341398,-0.12344866231576734,0.39999999999999986,1.0,0.7640504702770285
