,L,S,CAGR,Sharpe,Vol,MaxDD,Avg Turnover,beta_mkt,alpha_ann,R2_CAPM
0,0.5,0.5,0.007961960037922156,0.14638073691666129,0.07197250055591803,-0.15037107420332974,0.7174219932964297,-0.011211439566241668,0.011497062280494852,0.0007289980097340276
1,0.7,0.3,0.0807159788962315,0.832926670341398,0.09925812941431167,-0.12344866231576734,0.7640504702770285,0.3671356563008137,0.035789195206124225,0.4109084110328719
