TOP_PCT,BOTTOM_PCT,L,S,CAGR,Sharpe,Vol,MaxDD,Avg Turnover
0.2,0.4,0.7,0.3,0.07150372740590027,0.8561351651235414,0.08492214841780668,-0.08396364381593857,0.7679546092898475
0.1,0.4,0.7,0.3,0.08617793304992061,0.8342860915477388,0.1058564037137287,-0.14880581554787742,0.8626509517896357
0.2,0.2,0.7,0.3,0.06638085381962067,0.7839580934951726,0.08683331353292584,-0.09935166169078646,0.8215139150317272
0.1,0.2,0.7,0.3,0.08098148768241331,0.7789705171644651,0.10742815658166223,-0.15685971678549082,0.9162102575315157
0.1,0.4,0.5,0.5,0.00950287192413457,0.17000676564666317,0.0701155096463574,-0.16655553415539937,0.7891725470079737
0.1,0.2,0.5,0.5,0.0010990397236207983,0.05334588734581546,0.07875983530093106,-0.21155759898648452,0.8784380565777735
0.2,0.4,0.5,0.5,-0.000799127809905098,0.013748604551914479,0.056029980452028894,-0.15037107420332974,0.7215323023652676
0.2,0.2,0.5,0.5,-0.009113136292547397,-0.10453565987398776,0.0664678797588833,-0.19911680252944242,0.8107978119350675
