CAGR,Total Return,Volatility (ann.),Sharpe (ann.),Max Drawdown,Avg Net Exposure,Avg Gross Exposure,Avg Turnover
0.10282681199382271,0.6307639692895513,0.1082465518170192,0.959331897322375,-0.1212592197825395,0.3999999999999999,1.0,0.7685353066058522
