label,CAGR,Total Return,Volatility (ann.),Sharpe (ann.),Max Drawdown,Avg Net Exposure,Avg Gross Exposure,Avg Turnover
final,0.0807159788962315,2.4609917950634568,0.09925812941431167,0.832926670341398,-0.12344866231576734,0.39999999999999986,1.0,0.7640504702770285
