Date,0
2010-01-04,0.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-11,0.0
2010-01-12,0.0
2010-01-13,0.0
2010-01-14,0.0
2010-01-15,0.0
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,0.0
2010-01-22,0.0
2010-01-25,0.0
2010-01-26,0.0
2010-01-27,0.0
2010-01-28,0.0
2010-01-29,0.0
2010-02-01,0.0
2010-02-02,0.0
2010-02-03,0.0
2010-02-04,0.0
2010-02-05,0.0
2010-02-08,0.0
2010-02-09,0.0
2010-02-10,0.0
2010-02-11,0.0
2010-02-12,0.0
2010-02-16,0.0
2010-02-17,0.0
2010-02-18,0.0
2010-02-19,0.0
2010-02-22,0.0
2010-02-23,0.0
2010-02-24,0.0
2010-02-25,0.0
2010-02-26,0.0
2010-03-01,0.0
2010-03-02,0.0
2010-03-03,0.0
2010-03-04,0.0
2010-03-05,0.0
2010-03-08,0.0
2010-03-09,0.0
2010-03-10,0.0
2010-03-11,0.0
2010-03-12,0.0
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,0.0
2010-03-19,0.0
2010-03-22,0.0
2010-03-23,0.0
2010-03-24,0.0
2010-03-25,0.0
2010-03-26,0.0
2010-03-29,0.0
2010-03-30,0.0
2010-03-31,0.0
2010-04-01,0.0028097331953521906
2010-04-05,0.0031881208845082097
2010-04-06,0.0031668578331114253
2010-04-07,-0.004021125666140793
2010-04-08,0.005094448749923552
2010-04-09,0.0018577719398142252
2010-04-12,0.002678146724751359
2010-04-13,0.0031673415719721213
2010-04-14,0.011057644322106758
2010-04-15,0.0009310044134471949
2010-04-16,-0.011803422482396738
2010-04-19,0.000702669007864642
2010-04-20,0.007012385236362254
2010-04-21,-0.0007625351739407483
2010-04-22,0.009542750614184348
2010-04-23,0.0008828224750410361
2010-04-26,0.0029967609820860165
2010-04-27,-0.016851875192652178
2010-04-28,0.0025337763768527714
2010-04-29,0.012706236178355755
2010-04-30,-0.010353393320341827
2010-05-03,0.014285726329783734
2010-05-04,-0.016313177852975105
2010-05-05,-0.008591526774544661
2010-05-06,-0.0170139027858833
2010-05-07,-0.016910410195361256
2010-05-10,0.0359012800807634
2010-05-11,0.0024457173830822005
2010-05-12,0.009372162654064261
2010-05-13,-0.009624891416494023
2010-05-14,-0.01090141099830394
2010-05-17,0.0013240195242063806
2010-05-18,-0.00881280281621741
2010-05-19,-0.008213946746662992
2010-05-20,-0.022502463678785757
2010-05-21,0.016006614730733414
2010-05-24,-0.002125913145241023
2010-05-25,0.0061695922023735795
2010-05-26,0.006247510432720874
2010-05-27,0.01809143503140072
2010-05-28,-0.005202762580672763
2010-06-01,-0.008713547852114825
2010-06-02,0.010971058881202473
2010-06-03,0.0029670158392464084
2010-06-04,-0.017842549471444577
2010-06-07,-0.008207522271758227
2010-06-08,0.00649596581810828
2010-06-09,0.0036368842413569435
2010-06-10,0.016579487671398767
2010-06-11,0.0024931896976120222
2010-06-14,0.003820857620803033
2010-06-15,0.008783097412130155
2010-06-16,0.00042009016499835084
2010-06-17,0.0018712123056789218
2010-06-18,0.0009646484072329169
2010-06-21,-0.00263637311418643
2010-06-22,-0.011045525897171116
2010-06-23,0.00022399883757980032
2010-06-24,-0.011640059339308421
2010-06-25,0.004857883923914382
2010-06-28,-0.0022250175985427823
2010-06-29,-0.01890259066101458
2010-06-30,-0.00475162327055884
2010-07-01,0.00017577945460605336
2010-07-02,-0.0036467150423417087
2010-07-06,0.0027803527241490344
2010-07-07,0.013925999568641292
2010-07-08,0.0019449408421796256
2010-07-09,0.0005843017002341974
2010-07-12,-0.00019047007432801888
2010-07-13,0.0014854543054217014
2010-07-14,7.233899737061809e-05
2010-07-15,0.0019688059826929185
2010-07-16,-0.0041070825796094374
2010-07-19,0.001010777039808562
2010-07-20,0.002943598592327923
2010-07-21,-0.00471389070685798
2010-07-22,-0.001833473162538705
2010-07-23,0.000947011440948918
2010-07-26,-1.0794855032318553e-05
2010-07-27,0.003246447712121799
2010-07-28,-0.003363635145385394
2010-07-29,-0.002888905022549225
2010-07-30,0.0006808860989693252
2010-08-02,0.0065965961643594875
2010-08-03,-0.0006399355612324728
2010-08-04,0.0007015859620805548
2010-08-05,0.0027111233239267697
2010-08-06,0.001219887134795886
2010-08-09,0.002534642683559207
2010-08-10,0.0018116333491284865
2010-08-11,-0.008800523408239242
2010-08-12,0.002655988941005294
2010-08-13,-0.0009240794534584299
2010-08-16,0.0021274217948278203
2010-08-17,0.002706361214588635
2010-08-18,-0.0006564342165804552
2010-08-19,-0.004108767462116202
2010-08-20,0.012399595458631434
2010-08-23,-0.0031798468428408722
2010-08-24,0.003517333138197837
2010-08-25,-0.0002061249411987991
2010-08-26,-0.001311684972933471
2010-08-27,0.006264867268087643
2010-08-30,-0.004356985541957986
2010-08-31,0.004893370182845156
2010-09-01,0.006664757582084835
2010-09-02,-0.0011452865496847557
2010-09-03,0.00018486644356145037
2010-09-07,0.002003088654775806
2010-09-08,0.0036189433630380258
2010-09-09,-0.00024756846736556713
2010-09-10,0.0017947696872693559
2010-09-13,-0.0004485694374303376
2010-09-14,-0.0011714865683503325
2010-09-15,0.0006856784888748345
2010-09-16,-0.0007982926156474917
2010-09-17,0.0017878333896911534
2010-09-20,0.004757525632705425
2010-09-21,0.0005037290137114566
2010-09-22,0.004021462215735875
2010-09-23,-0.0024257509917787108
2010-09-24,0.003855598259322317
2010-09-27,0.00043680544249543023
2010-09-28,0.001627137072704842
