label,CAGR,Total Return,Volatility (ann.),Sharpe (ann.),Max Drawdown,Avg Net Exposure,Avg Gross Exposure,Avg Turnover
final,0.08071798580186118,2.461094595112697,0.09925848184227397,0.8329428045249454,-0.12344865323072163,0.39999999999999986,1.0,0.7640358239904516
