label,CAGR,Total Return,Volatility (ann.),Sharpe (ann.),Max Drawdown,Avg Net Exposure,Avg Gross Exposure,Avg Turnover
equal_weight_score_risk_adjust,0.04704571694656523,1.0861281708139705,0.08071960473191825,0.6107535236650707,-0.14765740772452196,0.3999999999999998,0.9999999999999997,0.6134760200563452
rank_inv_vol_score_non_risk_adjust,0.08071798580186118,2.461094595112697,0.09925848184227397,0.8329428045249454,-0.12344865323072163,0.39999999999999986,1.0,0.7640358239904516
